id,title,company,location,skills,description,seniority
job-3886212473,Full Stack Developer,Synechron,"Minneapolis, MN",Excel;Python;React,"Job Title: Python React Full Stack DeveloperWork Location: Minneapolis, Minnesota, United StatesContact to : Sachin.Kumar2@synechron.com Summary: As a Python Developer, you will collaborate with stakeholders across the business to work on complex technical requirements. You will be responsible for managing multiple engagements, prioritize and resolve complex problems and escalate as necessary, in a fast paced environment.  Job Responsibilities:7+ years of in-depth experience in Python API, Web d",Mid
job-3886215411,Product Manager,PNC,"Birmingham, AL",Git;Agile;Communication,"Position Overview  At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a(n) [position title] within PNC's [name of division] organization, you will be based in [city/state location of position].",Mid
job-3886216113,Full Stack Developer,Talentium,San Francisco Bay Area,APIs;Excel;Python;SQL;Java;JavaScript;React;Node.js;Fastapi;Machine Learning;Git,"Fullstack Developer at Talentium  About Talentium:Talentium is at the forefront of revolutionizing the human resources industry through artificial intelligence. Our mission is to empower organizations by enabling them to find the right talent within seconds, leveraging cutting-edge technology and a user-friendly platform. We're growing rapidly and are on the lookout for innovative minds to join our dynamic team.There is a possibility to become a part of the journey and join the company. The team",Mid
job-3886450759,Platform Engineer,Cox Communications,"Atlanta, GA",Python;AWS;GCP;Docker;Kubernetes;Git;CI/CD;Monitoring;Networking;Communication,"Cox Communications is seeking a skilled  Lead Platform Engineer  to join our team and be a key member of our Network Enablement Technologies team. Considered a hybrid Platform engineer / Site Reliability Engineer, whose mission is to create a unified platform tooling ecosystem, to simplify and streamline processes for developers, and build automated solutions that govern our CI/CD pipelines. Ensuring resiliency, scalability and comprehensive observability of our platform and services ecosystem.",Mid
job-3886453362,Data Scientist,Valor Equity Partners,"Chicago, IL",System Design;Excel;Statistics;TensorFlow;PyTorch;Python;SQL;React;Spark;AWS;GCP;Docker;Machine Learning;Pandas;PostgreSQL;Monitoring;dbt,Job Title: Data Scientist/Machine Learning Engineer (Associate)Department: Valor LabsWork Location: ChicagoReports To: Head of Labs Who We Are:Valor Equity Partners is a different kind of private investment firm. We invest in technology and technology-enabled companies that innovate and disrupt existing industries — from biosciences to transportation to food to health and wellness.Our mission is to invest in and work side by side with companies that make the world a better place. These companies,Mid
job-3886454734,QA Engineer,IMPACT Technology Recruiting,"Arizona, United States",ETL;API Testing;SQL;AWS;Test Automation,"Our client is looking for a QA Engineer (Cypress Automation, MDM, ETL) on a remote contract basis. Note: This is remote contract opening, must sit within the United States and be open to work  MST time zone hours. Preference is individuations in MST, CST or PSTOpen to W2 or C2C (no 3rd party inquiries)  Must Have Skills:Test Automation with CypressAPI testing (postman) is mandatoryMDM (Master Data Management) also a huge part of the role (Any informatica, SQL, Reltio)Must be willing to do Manual",Mid
job-3886457142,Data Engineer,American Express,"Phoenix, AZ",ETL;APIs;Python;SQL;Spark;Git;Monitoring;Agile;Communication,"You Lead the Way. We’ve Got Your Back.  With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.  At A",Mid
job-3886458853,QA Engineer,ManTech,United States,Excel;AWS;GCP;Linux;Selenium;Agile;Communication,"Secure our Nation, Ignite your Future  ManTech holds the distinct honor of being named a “Top 100 Global Technology Company” by Thomson Reuters. ManTech leadership works to continue this high level of industry recognition by affording our employees opportunities to break through barriers. We reinvest in our employees through rich educational opportunities such as 100% paid tuition for qualifying Bachelor’s and Master’s degrees, extensive training and certification programs enabling our employees",Junior
job-3886458868,QA Engineer,ManTech,United States,API Testing;Excel;SQL;AWS;Linux;Selenium;Agile;Communication,"Secure our Nation, Ignite your Future  ManTech holds the distinct honor of being named a “Top 100 Global Technology Company” by Thomson Reuters. ManTech leadership works to continue this high level of industry recognition by affording our employees opportunities to break through barriers. We reinvest in our employees through rich educational opportunities such as 100% paid tuition for qualifying Bachelor’s and Master’s degrees, extensive training and certification programs enabling our employees",Mid
job-3886468635,Business Analyst,Oracle,United States,ETL;Statistics;Tableau;Python;SQL;Machine Learning;MySQL;Data Modeling;Communication,"Job Description  Public Cloud SaaS, PaaS Services and/or related technology experience, Cloud Engineering Infrastructure Development  Job Description:  At Oracle Cloud Infrastructure (OCI), we build the future of the cloud for Enterprises. We act with the speed and attitude of a start-up along with the scale and customer-focus of the leading enterprise software company in the world.  The Infrastructure Delivery team is one of the most critical teams at OCI. We are introducing revolutionary SAAS,",Mid
